,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
76199,IN10046344,SLAHOLD,NW000414,Contact Centre,Contact Centre,19JAN2017:08:14:37,63
76371,IN10046388,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,16JAN2017:00:52:52,49
76406,IN10046400,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,16JAN2017:09:52:46,0
76432,IN10046407,SLAHOLD,NW000431,GC WAN,GC WAN,16JAN2017:11:14:22,0
76505,IN10046425,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,16JAN2017:14:58:38,10
76574,IN10046443,SLAHOLD,ESI00011,Other Activities,Other - Service Management,20JAN2017:08:13:31,25
76753,IN10046483,SLAHOLD,NW000427,Email,Email,18JAN2017:14:38:06,0
76759,IN10046484,SLAHOLD,DC000113,Midrange,Midrange,17JAN2017:16:25:33,403
77130,IN10046574,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,31JAN2017:11:47:01,3
77310,IN10046615,SLAHOLD,0,0,0,19JAN2017:11:19:16,0
77336,IN10046622,SLAHOLD,NW000400,Intra-building Network Services,IBN - Data Centre Network,25JAN2017:10:49:06,107
77468,IN10046647,SLAHOLD,NW000417,GC WAN,GC WAN,19JAN2017:20:32:13,2
77483,IN10046651,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,19JAN2017:21:50:18,17
77484,IN10046651,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,19JAN2017:22:31:18,16
77715,IN10046697,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,20JAN2017:16:06:28,2
77763,IN10046708,SLAHOLD,NW000417,GC WAN,GC WAN,20JAN2017:20:08:45,4
77778,IN10046711,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,20JAN2017:20:01:32,35
77831,IN10046721,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,22JAN2017:22:37:00,8
77849,IN10046725,SLAHOLD,DC000152,Middleware,Middleware,21JAN2017:08:32:49,12
77869,IN10046730,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,21JAN2017:11:11:20,117
77896,IN10046739,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,22JAN2017:22:36:18,2
77932,IN10046747,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,23JAN2017:10:25:29,14
77942,IN10046749,SLAHOLD,NW000417,GC WAN,GC WAN,22JAN2017:00:37:56,0
78154,IN10046802,SLAHOLD,ESI00011,Other Activities,Other - Service Management,24JAN2017:07:58:07,31
78209,IN10046812,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,31MAY2017:08:38:20,111
78242,IN10046819,SLAHOLD,NW000417,GC WAN,GC WAN,23JAN2017:15:29:21,48
78348,IN10046844,SLAHOLD,DC000141,Middleware,Middleware,24JAN2017:08:45:50,1
78381,IN10046852,SLAHOLD,NW000417,GC WAN,GC WAN,24JAN2017:09:47:31,22
78387,IN10046853,SLAHOLD,ESI00026,Other Activities,Other - Internal Services & Strategy,24JAN2017:14:21:16,67
78571,IN10046898,SLAHOLD,NW000417,GC WAN,GC WAN,30JAN2017:10:18:03,503
78649,IN10046915,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,24JAN2017:21:18:15,3
78710,IN10046928,SLAHOLD,NW000417,GC WAN,GC WAN,25JAN2017:01:29:05,6
78789,IN10046945,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,25JAN2017:07:54:11,3
78885,IN10046966,SLAHOLD,NW000431,GC WAN,GC WAN,31JAN2017:12:52:26,34
78890,IN10046967,SLAHOLD,ESI00011,Other Activities,Other - Service Management,27JAN2017:08:53:14,36
78895,IN10046968,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,25JAN2017:12:52:25,3
79000,IN10046991,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,30JAN2017:09:13:24,123
79150,IN10047020,SLAHOLD,ESI00011,Other Activities,Other - Service Management,27JAN2017:09:35:56,21
79289,IN10047052,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,26JAN2017:14:31:48,3
79312,IN10047057,SLAHOLD,ESI00011,Other Activities,Other - Service Management,03FEB2017:10:10:08,73
79337,IN10047063,SLAHOLD,DC000152,Middleware,Middleware,27JAN2017:16:09:56,4
79500,IN10047121,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,24MAR2017:09:28:22,4962
79507,IN10047129,SLAHOLD,NW000414,Contact Centre,Contact Centre,27JAN2017:15:01:25,1
79541,IN10047141,SLAHOLD,ESI00011,Other Activities,Other - Service Management,02FEB2017:11:04:59,11
79634,IN10047162,SLAHOLD,ESI00011,Other Activities,Other - Service Management,03FEB2017:10:12:56,53
79644,IN10047164,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,28JAN2017:02:31:24,0
79650,IN10047165,SLAHOLD,NW000417,GC WAN,GC WAN,27JAN2017:22:58:36,6
79841,IN10047216,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,29JAN2017:18:08:28,7
79852,IN10047218,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,29JAN2017:19:29:34,7
79885,IN10047225,SLAHOLD,ESI00011,Other Activities,Other - Service Management,03FEB2017:10:45:05,86
79886,IN10047225,SLAHOLD,DC000107,Data Centre Facilities Management,Data Centre Facilities Management,15FEB2017:14:02:54,0
79953,IN10047241,SLAHOLD,ESI00011,Other Activities,Other - Service Management,30JAN2017:13:05:20,82
79954,IN10047241,SLAHOLD,DC000152,Middleware,Middleware,08FEB2017:16:40:26,9
80368,IN10047489,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,31JAN2017:04:56:47,3
80499,IN10047520,SLAHOLD,NW000431,GC WAN,GC WAN,07FEB2017:09:03:38,118
80504,IN10047521,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,01FEB2017:08:53:01,30
80578,IN10047537,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,31JAN2017:14:45:17,5
80621,IN10047547,SLAHOLD,EDC00001,Midrange,Midrange - Storage and Virtualization,08FEB2017:09:20:13,0
80634,IN10047549,SLAHOLD,NW000417,GC WAN,GC WAN,02FEB2017:08:34:56,58
80792,IN10047586,SLAHOLD,ESI00026,Other Activities,Other - Internal Services & Strategy,01FEB2017:14:19:17,91
80793,IN10047586,SLAHOLD,ESI00012,Other Activities,Other - Service Management,02FEB2017:13:53:23,82
80837,IN10047595,SLAHOLD,ESI00011,Other Activities,Other - Service Management,03FEB2017:09:46:01,84
80843,IN10047596,SLAHOLD,NW000417,GC WAN,GC WAN,01FEB2017:15:53:42,17
80844,IN10047596,SLAHOLD,ITS00306,Other Activities,Other - Security,02FEB2017:08:47:15,0
80865,IN10047599,SLAHOLD,NW000445,Intra-building Network Services,IBN - GC LAN,03FEB2017:11:19:30,67
80866,IN10047599,SLAHOLD,ESI00011,Other Activities,Other - Service Management,03FEB2017:11:26:36,1
80867,IN10047599,SLAHOLD,DC000152,Middleware,Middleware,03FEB2017:12:38:58,0
80901,IN10047605,SLAHOLD,NW000445,Intra-building Network Services,IBN - GC LAN,03FEB2017:13:13:33,14
80911,IN10047605,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,23MAY2017:10:28:29,19
80932,IN10047609,SLAHOLD,NW000448,Intra-building Network Services,IBN - GC LAN,16MAR2017:07:54:11,0
80966,IN10047618,SLAHOLD,NW000412,Fixed Line,Fixed Line,02FEB2017:06:27:08,52
81003,IN10047624,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,03AUG2017:13:01:31,0
81205,IN10047665,SLAHOLD,DC000117,Storage,Storage,13FEB2017:14:22:34,2581
81294,IN10047684,SLAHOLD,ESI00011,Other Activities,Other - Service Management,03FEB2017:10:29:09,11
81343,IN10047695,SLAHOLD,EDC00010,Directory Services,Directory Services,03FEB2017:21:18:09,1
81520,IN10047746,SLAHOLD,ESI00011,Other Activities,Other - Service Management,06FEB2017:07:06:42,16
81521,IN10047746,SLAHOLD,EDC00095,Directory Services,Directory Services,07FEB2017:13:32:10,0
81532,IN10047748,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,06FEB2017:07:55:55,312
81546,IN10047750,SLAHOLD,DC000195,Middleware,Middleware,16MAR2017:09:37:11,0
81680,IN10047779,SLAHOLD,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,24APR2017:09:46:07,154
81681,IN10047779,SLAHOLD,ESI00011,Other Activities,Other - Service Management,15MAY2017:14:05:44,0
81748,IN10047795,SLAHOLD,DC000163,Other Activities,Other - Service Management,04FEB2017:21:28:00,0
81798,IN10047804,SLAHOLD,NW000417,GC WAN,GC WAN,05FEB2017:02:05:47,0
81814,IN10047808,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,05FEB2017:08:57:43,0
81898,IN10047825,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,06FEB2017:05:58:41,24
81931,IN10047833,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,06FEB2017:17:56:41,16
81941,IN10047835,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,06FEB2017:10:04:03,10
82013,IN10047854,SLAHOLD,ESI00011,Other Activities,Other - Service Management,06FEB2017:14:33:53,75
82022,IN10047855,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,28FEB2017:09:31:45,1060
82091,IN10047871,SLAHOLD,ESI00012,Other Activities,Other - Service Management,13FEB2017:14:35:11,5147
82092,IN10047871,SLAHOLD,SM000549,Other Activities,Other - Service Management,11AUG2017:13:46:55,3897
82093,IN10047871,SLAHOLD,COR00553,Other Activities,Other - Internal Services & Strategy,29AUG2018:17:48:48,1263
82166,IN10047888,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,06FEB2017:18:48:10,2
82178,IN10047891,SLAHOLD,DC000113,Midrange,Midrange,01MAR2017:11:46:21,131
82314,IN10047923,SLAHOLD,DC000119,Other Activities,Other - Data Centre,14FEB2017:12:34:32,114
82325,IN10047925,SLAHOLD,DC000119,Other Activities,Other - Data Centre,14FEB2017:12:39:47,109
82357,IN10047931,SLAHOLD,ESI00011,Other Activities,Other - Service Management,09FEB2017:13:57:48,1
82358,IN10047931,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),09FEB2017:14:17:18,0
82426,IN10047949,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,09FEB2017:09:34:49,31
82489,IN10047963,SLAHOLD,ESI00011,Other Activities,Other - Service Management,09FEB2017:12:57:29,41
82597,IN10047986,SLAHOLD,ESI00011,Other Activities,Other - Service Management,27JUN2017:16:29:53,378
82598,IN10047986,SLAHOLD,DC000101,Other Activities,Other - Service Management,28JUN2017:11:22:47,416
82599,IN10047986,SLAHOLD,ITS00306,Other Activities,Other - Security,28JUN2017:11:23:02,0
82672,IN10048007,SLAHOLD,NW000445,Intra-building Network Services,IBN - GC LAN,09FEB2017:09:08:03,1
82717,IN10048015,SLAHOLD,NW000472,Conferencing Services,Conferencing - Videoconferencing,16FEB2017:09:57:39,0
82733,IN10048018,SLAHOLD,DC000141,Middleware,Middleware,10FEB2017:14:42:43,27
82895,IN10048053,SLAHOLD,ITS00306,Other Activities,Other - Security,22FEB2017:09:15:03,0
82920,IN10048058,SLAHOLD,DC000119,Other Activities,Other - Data Centre,21FEB2017:09:44:30,97
83032,IN10048084,SLAHOLD,ESI00011,Other Activities,Other - Service Management,09FEB2017:14:36:18,27
83033,IN10048084,SLAHOLD,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,13FEB2017:14:38:14,12
83038,IN10048085,SLAHOLD,ESI00026,Other Activities,Other - Internal Services & Strategy,09FEB2017:15:18:49,44
83083,IN10048095,SLAHOLD,NW000431,GC WAN,GC WAN,10FEB2017:09:18:09,18
83102,IN10048099,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,28JUN2017:12:03:24,9
83830,IN10048278,SLAHOLD,EDC00010,Directory Services,Directory Services,13FEB2017:14:13:33,1
83897,IN10048296,SLAHOLD,NW000412,Fixed Line,Fixed Line,14FEB2017:11:31:49,18
83986,IN10048313,SLAHOLD,NW000428,Email,Email,29MAR2017:15:17:23,1459
83987,IN10048313,SLAHOLD,ESI00011,Other Activities,Other - Service Management,15SEP2017:10:44:19,293
83988,IN10048313,SLAHOLD,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,15SEP2017:10:56:24,293
84157,IN10048351,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,14FEB2017:11:34:09,22
84158,IN10048351,SLAHOLD,ESI00011,Other Activities,Other - Service Management,14FEB2017:11:34:35,15
84412,IN10048407,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,16FEB2017:09:41:48,3
84598,IN10048447,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,17FEB2017:15:05:25,30
84650,IN10048457,SLAHOLD,NW000412,Fixed Line,Fixed Line,21FEB2017:09:30:37,28
84665,IN10048460,SLAHOLD,DC000152,Middleware,Middleware,15FEB2017:15:36:01,25
84705,IN10048467,SLAHOLD,NW000420,Intra-building Network Services,Intra-building Network Services,15JUN2017:12:39:55,0
84711,IN10048468,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,15FEB2017:18:11:43,14
84712,IN10048468,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,17FEB2017:10:00:17,1
84836,IN10048606,SLAHOLD,EU000203,Storage,Storage - File,16FEB2017:11:42:30,6
84921,IN10048627,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,17FEB2017:14:59:46,50
84961,IN10048636,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,20FEB2017:16:00:09,0
85019,IN10048651,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,16FEB2017:16:08:48,29
85090,IN10048667,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,21FEB2017:07:41:07,51
85119,IN10048672,SLAHOLD,DC000152,Middleware,Middleware,16FEB2017:23:40:31,2
85272,IN10048709,SLAHOLD,ITS00309,Secure Remote Access,Secure Remote Access,17FEB2017:12:50:32,0
85273,IN10048709,SLAHOLD,NW000430,Intra-building Network Services,IBN - Data Centre Network,17FEB2017:13:08:35,0
85352,IN10048730,SLAHOLD,NW000412,Fixed Line,Fixed Line,20FEB2017:10:41:40,30
85708,IN10048816,SLAHOLD,EDC00009,Midrange,Midrange,01MAR2017:10:27:10,4
85725,IN10048820,SLAHOLD,NW000431,GC WAN,GC WAN,20FEB2017:14:58:03,12
85732,IN10048821,SLAHOLD,NW000431,GC WAN,GC WAN,01MAR2017:16:15:04,0
85758,IN10048827,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,20FEB2017:13:26:23,0
85776,IN10048831,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,20FEB2017:13:43:27,0
85932,IN10048862,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,21FEB2017:07:46:15,6
86040,IN10048885,SLAHOLD,NW000427,Email,Email,21FEB2017:11:16:25,0
86046,IN10048886,SLAHOLD,NW000464,Email,Email,21FEB2017:16:35:04,138
86130,IN10048903,SLAHOLD,ESI00026,Other Activities,Other - Internal Services & Strategy,21FEB2017:16:13:36,5
86203,IN10048919,SLAHOLD,DC000163,Other Activities,Other - Service Management,21FEB2017:18:45:17,1
86227,IN10048924,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,21FEB2017:23:11:46,13
86245,IN10048928,SLAHOLD,DC000152,Middleware,Middleware,21FEB2017:21:13:31,0
86251,IN10048929,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,21FEB2017:23:05:09,0
86280,IN10048934,SLAHOLD,DC000152,Middleware,Middleware,22FEB2017:00:37:12,6
86317,IN10048941,SLAHOLD,DC000152,Middleware,Middleware,22FEB2017:01:20:21,6
86377,IN10048959,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,23FEB2017:13:47:38,119
86385,IN10048963,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,27FEB2017:14:52:09,25
86452,IN10048983,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,22FEB2017:17:20:25,4
86505,IN10048994,SLAHOLD,NW000401,Intra-building Network Services,IBN - Data Centre Network,23FEB2017:07:26:13,41
86687,IN10049038,SLAHOLD,SM000514,Other Activities,Other - Service Management,23FEB2017:16:29:20,664
86688,IN10049038,SLAHOLD,EDC00002,Midrange,Midrange - Windows -X86,24FEB2017:07:17:38,649
86689,IN10049038,SLAHOLD,EDC00021,Middleware,Middleware,24FEB2017:09:07:30,268
86704,IN10049041,SLAHOLD,NW000417,GC WAN,GC WAN,23FEB2017:11:37:16,2
86762,IN10049054,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,20MAR2017:09:39:28,204
86968,IN10049097,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,23FEB2017:22:37:18,8
86978,IN10049099,SLAHOLD,NW000447,Intra-building Network Services,IBN - GC LAN,24FEB2017:08:10:32,98
87023,IN10049108,SLAHOLD,NW000412,Fixed Line,Fixed Line,02MAR2017:14:23:37,63
87072,IN10049119,SLAHOLD,EU000203,Storage,Storage - File,02MAR2017:12:42:32,880
87096,IN10049125,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,24FEB2017:09:53:16,348
87117,IN10049129,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,10MAR2017:11:04:15,297
87388,IN10049200,SLAHOLD,DC000163,Other Activities,Other - Service Management,24FEB2017:22:58:18,0
87401,IN10049202,SLAHOLD,DC000113,Midrange,Midrange,27FEB2017:09:53:27,83
87545,IN10049235,SLAHOLD,DC000131,High-performance Computing,High-performance Computing,25FEB2017:22:08:05,8
87579,IN10049244,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,26FEB2017:12:04:57,25
87641,IN10049260,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,26FEB2017:23:42:04,10
87729,IN10049283,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,14MAR2017:14:23:16,17
87801,IN10049301,SLAHOLD,SM000514,Other Activities,Other - Service Management,28FEB2017:09:28:05,101
87903,IN10049332,SLAHOLD,NW000412,Fixed Line,Fixed Line,10MAR2017:15:15:43,166
87975,IN10049350,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,27MAR2017:08:52:45,47
87986,IN10049352,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,26SEP2017:15:55:35,387
87987,IN10049352,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,26OCT2017:11:09:09,169
87989,IN10049352,SLAHOLD,ESI00043,Other Activities,Other - Service Management,22NOV2017:13:36:07,0
87990,IN10049352,SLAHOLD,ESI00011,Other Activities,Other - Service Management,22NOV2017:13:44:26,0
88022,IN10049358,SLAHOLD,DC000152,Middleware,Middleware,13APR2017:11:17:06,146
88023,IN10049358,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,18APR2017:14:44:51,13
88101,IN10049374,SLAHOLD,NW000412,Fixed Line,Fixed Line,07MAR2017:09:30:09,37
88125,IN10049379,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,28FEB2017:10:38:01,1
88325,IN10049422,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,01MAR2017:20:32:46,2
88436,IN10049443,SLAHOLD,ITS00309,Secure Remote Access,Secure Remote Access,02MAR2017:11:57:42,0
88611,IN10049482,SLAHOLD,EDC00098,Other Activities,Other - Security,02MAR2017:08:54:20,579
88639,IN10049488,SLAHOLD,NW000472,Conferencing Services,Conferencing - Videoconferencing,06MAR2017:08:28:31,0
88655,IN10049492,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,01MAR2017:17:18:34,0
88677,IN10049496,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,01MAR2017:17:19:02,0
88690,IN10049499,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,01MAR2017:17:17:59,0
88728,IN10049507,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,01MAR2017:19:31:42,112
88769,IN10049516,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,02MAR2017:06:19:32,266
88820,IN10049526,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,02MAR2017:12:03:26,4
88896,IN10049543,SLAHOLD,EDC00098,Other Activities,Other - Security,02MAR2017:10:35:14,9
88909,IN10049545,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),15MAR2017:08:34:29,0
88957,IN10049555,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,02MAR2017:12:04:41,8
88984,IN10049561,SLAHOLD,DC000119,Other Activities,Other - Data Centre,02MAR2017:14:21:55,347
88995,IN10049563,SLAHOLD,NW000431,GC WAN,GC WAN,31MAR2017:15:06:33,61
89041,IN10049576,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,02MAR2017:14:52:15,0
89076,IN10049583,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,07JUL2017:10:16:43,544
89122,IN10049592,SLAHOLD,NW000412,Fixed Line,Fixed Line,07MAR2017:09:34:30,15
89159,IN10049601,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,02MAR2017:22:13:20,23
89160,IN10049601,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,03MAR2017:06:49:37,12
89402,IN10049654,SLAHOLD,NW000400,Intra-building Network Services,IBN - Data Centre Network,24MAR2017:09:10:09,0
89641,IN10049706,SLAHOLD,DC000119,Other Activities,Other - Data Centre,07MAR2017:09:59:32,40
89683,IN10049716,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,05MAR2017:01:03:36,16
89696,IN10049719,SLAHOLD,DC000152,Middleware,Middleware,05MAR2017:01:39:18,3
89726,IN10049726,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,05MAR2017:08:34:25,1431
89732,IN10049727,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,05MAR2017:07:31:40,56
89864,IN10049758,SLAHOLD,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,08MAR2017:12:26:12,0
89985,IN10049791,SLAHOLD,ESI00011,Other Activities,Other - Service Management,07MAR2017:06:59:51,0
